tag,T,a_median,a_lo68,a_hi68,a_best,log10R_median,log10R_lo68,log10R_hi68,log10R_best,BG_median,BG_lo68,BG_hi68,BG_best,log10n0_median,log10n0_lo68,log10n0_hi68,log10n0_best
wpp_fittedR_ep1,32.120971335973344,3.965811188826125,1.8390430684289132,3.9918859294038898,1.189884256811638,16.034033606131715,16.0064301172957,16.739596912732864,16.62976847841892,0.8173780033517123,0.7402041698636894,0.9448528926472732,0.8660839937338342,2.4939608895588634,0.8584034148571558,2.6209080789506167,0.9369446461234601
